map_size,p_frozen,gamma,n_iters,theta,n_i,mean_reward,stdev_reward
4,0.9,0.1,1000,0.001,6,1.0,0.0
4,0.9,0.2,1000,1e-10,7,1.0,0.0
4,0.9,0.2,1000,0.001,7,1.0,0.0
4,0.9,0.3,1000,1e-10,6,1.0,0.0
4,0.9,0.3,1000,0.001,4,1.0,0.0
4,0.9,0.4,1000,1e-10,7,1.0,0.0
4,0.9,0.4,1000,0.001,5,1.0,0.0
4,0.9,0.5,1000,1e-10,4,1.0,0.0
4,0.9,0.5,1000,0.001,7,1.0,0.0
4,0.9,0.6,1000,1e-10,8,1.0,0.0
4,0.9,0.6,1000,0.001,7,1.0,0.0
4,0.9,0.7,1000,1e-10,7,1.0,0.0
4,0.9,0.7,1000,0.001,3,1.0,0.0
4,0.9,0.8,1000,1e-10,6,1.0,0.0
4,0.9,0.8,1000,0.001,7,1.0,0.0
4,0.9,0.9,1000,1e-10,6,1.0,0.0
4,0.9,0.9,1000,0.001,7,1.0,0.0
4,0.9,1.0,1000,1e-10,8,0.0,0.0
4,0.9,1.0,1000,0.001,8,0.0,0.0
4,1.0,0.1,1000,1e-10,7,1.0,0.0
4,1.0,0.1,1000,0.001,7,1.0,0.0
4,1.0,0.2,1000,1e-10,6,1.0,0.0
4,1.0,0.2,1000,0.001,7,1.0,0.0
4,1.0,0.3,1000,1e-10,5,1.0,0.0
4,1.0,0.3,1000,0.001,7,1.0,0.0
4,1.0,0.4,1000,1e-10,7,1.0,0.0
4,1.0,0.4,1000,0.001,6,1.0,0.0
4,1.0,0.5,1000,1e-10,5,1.0,0.0
4,1.0,0.5,1000,0.001,7,1.0,0.0
4,1.0,0.6,1000,1e-10,7,1.0,0.0
4,1.0,0.6,1000,0.001,7,1.0,0.0
4,1.0,0.7,1000,1e-10,7,1.0,0.0
4,1.0,0.7,1000,0.001,7,1.0,0.0
4,1.0,0.8,1000,1e-10,6,1.0,0.0
4,1.0,0.8,1000,0.001,6,1.0,0.0
4,1.0,0.9,1000,1e-10,7,1.0,0.0
4,1.0,0.9,1000,0.001,5,1.0,0.0
4,1.0,1.0,1000,1e-10,6,0.0,0.0
4,1.0,1.0,1000,0.001,8,0.0,0.0
6,0.6,0.1,1000,1e-10,11,1.0,0.0
6,0.6,0.1,1000,0.001,10,1.0,0.0
6,0.6,0.2,1000,1e-10,10,1.0,0.0
6,0.6,0.2,1000,0.001,11,1.0,0.0
6,0.6,0.3,1000,1e-10,11,1.0,0.0
6,0.6,0.3,1000,0.001,11,1.0,0.0
6,0.6,0.4,1000,1e-10,11,1.0,0.0
6,0.6,0.4,1000,0.001,11,1.0,0.0
6,0.6,0.5,1000,1e-10,11,1.0,0.0
6,0.6,0.5,1000,0.001,12,1.0,0.0
6,0.6,0.6,1000,1e-10,14,1.0,0.0
6,0.6,0.6,1000,0.001,11,1.0,0.0
6,0.6,0.7,1000,1e-10,11,1.0,0.0
6,0.6,0.7,1000,0.001,10,1.0,0.0
6,0.6,0.8,1000,1e-10,11,1.0,0.0
6,0.6,0.8,1000,0.001,10,1.0,0.0
6,0.6,0.9,1000,1e-10,12,1.0,0.0
6,0.6,0.9,1000,0.001,12,1.0,0.0
6,0.6,1.0,1000,1e-10,13,0.0,0.0
6,0.6,1.0,1000,0.001,10,0.0,0.0
6,0.7,0.1,1000,1e-10,10,1.0,0.0
6,0.7,0.1,1000,0.001,11,1.0,0.0
6,0.7,0.2,1000,1e-10,9,1.0,0.0
6,0.7,0.2,1000,0.001,10,1.0,0.0
6,0.7,0.3,1000,1e-10,11,1.0,0.0
6,0.7,0.3,1000,0.001,11,1.0,0.0
6,0.7,0.4,1000,1e-10,10,1.0,0.0
6,0.7,0.4,1000,0.001,10,1.0,0.0
6,0.7,0.5,1000,1e-10,10,1.0,0.0
6,0.7,0.5,1000,0.001,11,1.0,0.0
6,0.7,0.6,1000,1e-10,11,1.0,0.0
6,0.7,0.6,1000,0.001,8,1.0,0.0
6,0.7,0.7,1000,1e-10,10,1.0,0.0
6,0.7,0.7,1000,0.001,10,1.0,0.0
6,0.7,0.8,1000,1e-10,11,1.0,0.0
6,0.7,0.8,1000,0.001,11,1.0,0.0
6,0.7,0.9,1000,1e-10,11,1.0,0.0
6,0.7,0.9,1000,0.001,11,1.0,0.0
6,0.7,1.0,1000,1e-10,11,0.0,0.0
6,0.7,1.0,1000,0.001,12,0.0,0.0
6,0.8,0.1,1000,1e-10,9,1.0,0.0
6,0.8,0.1,1000,0.001,11,1.0,0.0
6,0.8,0.2,1000,1e-10,11,1.0,0.0
6,0.8,0.2,1000,0.001,9,1.0,0.0
6,0.8,0.3,1000,1e-10,10,1.0,0.0
6,0.8,0.3,1000,0.001,10,1.0,0.0
6,0.8,0.4,1000,1e-10,9,1.0,0.0
6,0.8,0.4,1000,0.001,11,1.0,0.0
6,0.8,0.5,1000,1e-10,11,1.0,0.0
6,0.8,0.5,1000,0.001,11,1.0,0.0
6,0.8,0.6,1000,1e-10,13,1.0,0.0
6,0.8,0.6,1000,0.001,11,1.0,0.0
6,0.8,0.7,1000,1e-10,14,1.0,0.0
6,0.8,0.7,1000,0.001,11,1.0,0.0
6,0.8,0.8,1000,1e-10,8,1.0,0.0
6,0.8,0.8,1000,0.001,9,1.0,0.0
6,0.8,0.9,1000,1e-10,11,1.0,0.0
6,0.8,0.9,1000,0.001,12,1.0,0.0
6,0.8,1.0,1000,1e-10,11,0.0,0.0
6,0.8,1.0,1000,0.001,12,0.0,0.0
6,0.9,0.1,1000,1e-10,10,1.0,0.0
6,0.9,0.1,1000,0.001,11,1.0,0.0
6,0.9,0.2,1000,1e-10,11,1.0,0.0
6,0.9,0.2,1000,0.001,10,1.0,0.0
6,0.9,0.3,1000,1e-10,11,1.0,0.0
6,0.9,0.3,1000,0.001,10,1.0,0.0
6,0.9,0.4,1000,1e-10,11,1.0,0.0
6,0.9,0.4,1000,0.001,9,1.0,0.0
6,0.9,0.5,1000,1e-10,11,1.0,0.0
6,0.9,0.5,1000,0.001,9,1.0,0.0
6,0.9,0.6,1000,1e-10,11,1.0,0.0
6,0.9,0.6,1000,0.001,11,1.0,0.0
6,0.9,0.7,1000,1e-10,11,1.0,0.0
6,0.9,0.7,1000,0.001,8,1.0,0.0
6,0.9,0.8,1000,1e-10,11,1.0,0.0
6,0.9,0.8,1000,0.001,10,1.0,0.0
6,0.9,0.9,1000,1e-10,11,1.0,0.0
6,0.9,0.9,1000,0.001,11,1.0,0.0
6,0.9,1.0,1000,1e-10,12,0.0,0.0
6,0.9,1.0,1000,0.001,13,0.0,0.0
6,1.0,0.1,1000,1e-10,11,1.0,0.0
6,1.0,0.1,1000,0.001,11,1.0,0.0
6,1.0,0.2,1000,1e-10,11,1.0,0.0
6,1.0,0.2,1000,0.001,11,1.0,0.0
6,1.0,0.3,1000,1e-10,11,1.0,0.0
6,1.0,0.3,1000,0.001,11,1.0,0.0
6,1.0,0.4,1000,1e-10,11,1.0,0.0
6,1.0,0.4,1000,0.001,9,1.0,0.0
6,1.0,0.5,1000,1e-10,10,1.0,0.0
6,1.0,0.5,1000,0.001,11,1.0,0.0
6,1.0,0.6,1000,1e-10,11,1.0,0.0
6,1.0,0.6,1000,0.001,11,1.0,0.0
6,1.0,0.7,1000,1e-10,10,1.0,0.0
6,1.0,0.7,1000,0.001,10,1.0,0.0
6,1.0,0.8,1000,1e-10,11,1.0,0.0
6,1.0,0.8,1000,0.001,7,1.0,0.0
6,1.0,0.9,1000,1e-10,10,1.0,0.0
6,1.0,0.9,1000,0.001,10,1.0,0.0
6,1.0,1.0,1000,1e-10,11,0.0,0.0
6,1.0,1.0,1000,0.001,8,0.0,0.0
8,0.6,0.1,1000,1e-10,15,1.0,0.0
8,0.6,0.1,1000,0.001,15,1.0,0.0
8,0.6,0.2,1000,1e-10,18,1.0,0.0
8,0.6,0.2,1000,0.001,14,1.0,0.0
8,0.6,0.3,1000,1e-10,15,1.0,0.0
8,0.6,0.3,1000,0.001,15,1.0,0.0
8,0.6,0.4,1000,1e-10,15,1.0,0.0
8,0.6,0.4,1000,0.001,11,1.0,0.0
8,0.6,0.5,1000,1e-10,15,1.0,0.0
8,0.6,0.5,1000,0.001,15,1.0,0.0
8,0.6,0.6,1000,1e-10,15,1.0,0.0
8,0.6,0.6,1000,0.001,15,1.0,0.0
8,0.6,0.7,1000,1e-10,15,1.0,0.0
8,0.6,0.7,1000,0.001,12,1.0,0.0
8,0.6,0.8,1000,1e-10,15,1.0,0.0
8,0.6,0.8,1000,0.001,14,1.0,0.0
8,0.6,0.9,1000,1e-10,24,1.0,0.0
8,0.6,0.9,1000,0.001,15,1.0,0.0
8,0.6,1.0,1000,1e-10,16,0.0,0.0
8,0.6,1.0,1000,0.001,16,0.0,0.0
8,0.7,0.1,1000,1e-10,16,1.0,0.0
8,0.7,0.1,1000,0.001,14,1.0,0.0
8,0.7,0.2,1000,1e-10,16,1.0,0.0
8,0.7,0.2,1000,0.001,15,1.0,0.0
8,0.7,0.3,1000,1e-10,15,1.0,0.0
8,0.7,0.3,1000,0.001,15,1.0,0.0
8,0.7,0.4,1000,1e-10,15,1.0,0.0
8,0.7,0.4,1000,0.001,15,1.0,0.0
8,0.7,0.5,1000,1e-10,15,1.0,0.0
8,0.7,0.5,1000,0.001,12,1.0,0.0
8,0.7,0.6,1000,1e-10,15,1.0,0.0
8,0.7,0.6,1000,0.001,14,1.0,0.0
8,0.7,0.7,1000,1e-10,15,1.0,0.0
8,0.7,0.7,1000,0.001,16,1.0,0.0
8,0.7,0.8,1000,1e-10,17,1.0,0.0
8,0.7,0.8,1000,0.001,15,1.0,0.0
8,0.7,0.9,1000,1e-10,13,1.0,0.0
8,0.7,0.9,1000,0.001,14,1.0,0.0
8,0.7,1.0,1000,1e-10,16,0.0,0.0
8,0.7,1.0,1000,0.001,16,0.0,0.0
8,0.8,0.1,1000,1e-10,15,1.0,0.0
8,0.8,0.1,1000,0.001,15,1.0,0.0
8,0.8,0.2,1000,1e-10,11,1.0,0.0
8,0.8,0.2,1000,0.001,13,1.0,0.0
8,0.8,0.3,1000,1e-10,14,1.0,0.0
8,0.8,0.3,1000,0.001,15,1.0,0.0
8,0.8,0.4,1000,1e-10,15,1.0,0.0
8,0.8,0.4,1000,0.001,14,1.0,0.0
8,0.8,0.5,1000,1e-10,15,1.0,0.0
8,0.8,0.5,1000,0.001,15,1.0,0.0
8,0.8,0.6,1000,1e-10,15,1.0,0.0
8,0.8,0.6,1000,0.001,14,1.0,0.0
8,0.8,0.7,1000,1e-10,15,1.0,0.0
8,0.8,0.7,1000,0.001,17,1.0,0.0
8,0.8,0.8,1000,1e-10,14,1.0,0.0
8,0.8,0.8,1000,0.001,15,1.0,0.0
8,0.8,0.9,1000,1e-10,15,1.0,0.0
8,0.8,0.9,1000,0.001,15,1.0,0.0
8,0.8,1.0,1000,1e-10,16,0.0,0.0
8,0.8,1.0,1000,0.001,16,0.0,0.0
8,0.9,0.1,1000,1e-10,15,1.0,0.0
8,0.9,0.1,1000,0.001,15,1.0,0.0
8,0.9,0.2,1000,1e-10,15,1.0,0.0
8,0.9,0.2,1000,0.001,14,1.0,0.0
8,0.9,0.3,1000,1e-10,15,1.0,0.0
8,0.9,0.3,1000,0.001,15,1.0,0.0
8,0.9,0.4,1000,1e-10,15,1.0,0.0
8,0.9,0.4,1000,0.001,15,1.0,0.0
8,0.9,0.5,1000,1e-10,15,1.0,0.0
8,0.9,0.5,1000,0.001,16,1.0,0.0
8,0.9,0.6,1000,1e-10,14,1.0,0.0
8,0.9,0.6,1000,0.001,15,1.0,0.0
8,0.9,0.7,1000,1e-10,15,1.0,0.0
8,0.9,0.7,1000,0.001,14,1.0,0.0
8,0.9,0.8,1000,1e-10,14,1.0,0.0
8,0.9,0.8,1000,0.001,15,1.0,0.0
8,0.9,0.9,1000,1e-10,14,1.0,0.0
8,0.9,0.9,1000,0.001,14,1.0,0.0
8,0.9,1.0,1000,1e-10,12,0.0,0.0
8,0.9,1.0,1000,0.001,14,0.0,0.0
8,1.0,0.1,1000,1e-10,14,1.0,0.0
8,1.0,0.1,1000,0.001,14,1.0,0.0
8,1.0,0.2,1000,1e-10,14,1.0,0.0
8,1.0,0.2,1000,0.001,15,1.0,0.0
8,1.0,0.3,1000,1e-10,15,1.0,0.0
8,1.0,0.3,1000,0.001,14,1.0,0.0
8,1.0,0.4,1000,1e-10,15,1.0,0.0
8,1.0,0.4,1000,0.001,14,1.0,0.0
8,1.0,0.5,1000,1e-10,13,1.0,0.0
8,1.0,0.5,1000,0.001,11,1.0,0.0
8,1.0,0.6,1000,1e-10,15,1.0,0.0
8,1.0,0.6,1000,0.001,15,1.0,0.0
8,1.0,0.7,1000,1e-10,15,1.0,0.0
8,1.0,0.7,1000,0.001,14,1.0,0.0
8,1.0,0.8,1000,1e-10,14,1.0,0.0
8,1.0,0.8,1000,0.001,15,1.0,0.0
8,1.0,0.9,1000,1e-10,15,1.0,0.0
8,1.0,0.9,1000,0.001,11,1.0,0.0
8,1.0,1.0,1000,1e-10,16,0.0,0.0
8,1.0,1.0,1000,0.001,16,0.0,0.0
10,0.6,0.1,1000,1e-10,18,1.0,0.0
10,0.6,0.1,1000,0.001,20,1.0,0.0
10,0.6,0.2,1000,1e-10,25,1.0,0.0
10,0.6,0.2,1000,0.001,20,0.0,0.0
10,0.6,0.3,1000,1e-10,20,1.0,0.0
10,0.6,0.3,1000,0.001,22,1.0,0.0
10,0.6,0.4,1000,1e-10,21,1.0,0.0
10,0.6,0.4,1000,0.001,17,1.0,0.0
10,0.6,0.5,1000,1e-10,19,1.0,0.0
10,0.6,0.5,1000,0.001,19,1.0,0.0
10,0.6,0.6,1000,1e-10,19,1.0,0.0
10,0.6,0.6,1000,0.001,22,0.0,0.0
10,0.6,0.7,1000,1e-10,32,1.0,0.0
10,0.6,0.7,1000,0.001,19,1.0,0.0
10,0.6,0.8,1000,1e-10,23,1.0,0.0
10,0.6,0.8,1000,0.001,19,1.0,0.0
10,0.6,0.9,1000,1e-10,18,1.0,0.0
10,0.6,0.9,1000,0.001,22,1.0,0.0
10,0.6,1.0,1000,1e-10,20,0.0,0.0
10,0.6,1.0,1000,0.001,20,0.0,0.0
10,0.7,0.1,1000,1e-10,21,1.0,0.0
10,0.7,0.1,1000,0.001,19,1.0,0.0
10,0.7,0.2,1000,1e-10,17,1.0,0.0
10,0.7,0.2,1000,0.001,21,1.0,0.0
10,0.7,0.3,1000,1e-10,19,1.0,0.0
10,0.7,0.3,1000,0.001,19,1.0,0.0
10,0.7,0.4,1000,1e-10,20,1.0,0.0
10,0.7,0.4,1000,0.001,19,1.0,0.0
10,0.7,0.5,1000,1e-10,20,1.0,0.0
10,0.7,0.5,1000,0.001,21,1.0,0.0
10,0.7,0.6,1000,1e-10,19,1.0,0.0
10,0.7,0.6,1000,0.001,17,0.0,0.0
10,0.7,0.7,1000,1e-10,19,1.0,0.0
10,0.7,0.7,1000,0.001,19,1.0,0.0
10,0.7,0.8,1000,1e-10,19,1.0,0.0
10,0.7,0.8,1000,0.001,21,1.0,0.0
10,0.7,0.9,1000,1e-10,19,1.0,0.0
10,0.7,0.9,1000,0.001,23,1.0,0.0
10,0.7,1.0,1000,1e-10,20,0.0,0.0
10,0.7,1.0,1000,0.001,20,0.0,0.0
10,0.8,0.1,1000,1e-10,18,1.0,0.0
10,0.8,0.1,1000,0.001,19,1.0,0.0
10,0.8,0.2,1000,1e-10,18,1.0,0.0
10,0.8,0.2,1000,0.001,19,1.0,0.0
10,0.8,0.3,1000,1e-10,16,1.0,0.0
10,0.8,0.3,1000,0.001,19,1.0,0.0
10,0.8,0.4,1000,1e-10,17,1.0,0.0
10,0.8,0.4,1000,0.001,19,1.0,0.0
10,0.8,0.5,1000,1e-10,18,1.0,0.0
10,0.8,0.5,1000,0.001,19,1.0,0.0
10,0.8,0.6,1000,1e-10,19,1.0,0.0
10,0.8,0.6,1000,0.001,19,1.0,0.0
10,0.8,0.7,1000,1e-10,18,1.0,0.0
10,0.8,0.7,1000,0.001,21,1.0,0.0
10,0.8,0.8,1000,1e-10,19,1.0,0.0
10,0.8,0.8,1000,0.001,19,1.0,0.0
10,0.8,0.9,1000,1e-10,19,1.0,0.0
10,0.8,0.9,1000,0.001,17,1.0,0.0
10,0.8,1.0,1000,1e-10,22,0.0,0.0
10,0.8,1.0,1000,0.001,20,0.0,0.0
10,0.9,0.1,1000,1e-10,19,1.0,0.0
10,0.9,0.1,1000,0.001,18,1.0,0.0
10,0.9,0.2,1000,1e-10,16,1.0,0.0
10,0.9,0.2,1000,0.001,20,1.0,0.0
10,0.9,0.3,1000,1e-10,18,1.0,0.0
10,0.9,0.3,1000,0.001,18,1.0,0.0
10,0.9,0.4,1000,1e-10,19,1.0,0.0
10,0.9,0.4,1000,0.001,17,1.0,0.0
10,0.9,0.5,1000,1e-10,17,1.0,0.0
10,0.9,0.5,1000,0.001,19,1.0,0.0
10,0.9,0.6,1000,1e-10,19,1.0,0.0
10,0.9,0.6,1000,0.001,19,1.0,0.0
10,0.9,0.7,1000,1e-10,19,1.0,0.0
10,0.9,0.7,1000,0.001,17,1.0,0.0
10,0.9,0.8,1000,1e-10,19,1.0,0.0
10,0.9,0.8,1000,0.001,19,1.0,0.0
10,0.9,0.9,1000,1e-10,19,1.0,0.0
10,0.9,0.9,1000,0.001,19,1.0,0.0
10,0.9,1.0,1000,1e-10,20,0.0,0.0
10,0.9,1.0,1000,0.001,19,0.0,0.0
10,1.0,0.1,1000,1e-10,19,1.0,0.0
10,1.0,0.1,1000,0.001,18,1.0,0.0
10,1.0,0.2,1000,1e-10,17,1.0,0.0
10,1.0,0.2,1000,0.001,19,1.0,0.0
10,1.0,0.3,1000,1e-10,18,1.0,0.0
10,1.0,0.3,1000,0.001,19,1.0,0.0
10,1.0,0.4,1000,1e-10,19,1.0,0.0
10,1.0,0.4,1000,0.001,18,1.0,0.0
10,1.0,0.5,1000,1e-10,19,1.0,0.0
10,1.0,0.5,1000,0.001,19,1.0,0.0
10,1.0,0.6,1000,1e-10,19,1.0,0.0
10,1.0,0.6,1000,0.001,19,1.0,0.0
10,1.0,0.7,1000,1e-10,19,1.0,0.0
10,1.0,0.7,1000,0.001,19,1.0,0.0
10,1.0,0.8,1000,1e-10,19,1.0,0.0
10,1.0,0.8,1000,0.001,19,1.0,0.0
10,1.0,0.9,1000,1e-10,18,1.0,0.0
10,1.0,0.9,1000,0.001,18,1.0,0.0
10,1.0,1.0,1000,1e-10,20,0.0,0.0
10,1.0,1.0,1000,0.001,19,0.0,0.0
12,0.6,0.1,1000,1e-10,28,1.0,0.0
12,0.6,0.1,1000,0.001,23,1.0,0.0
12,0.6,0.2,1000,1e-10,23,1.0,0.0
12,0.6,0.2,1000,0.001,23,1.0,0.0
12,0.6,0.3,1000,1e-10,31,1.0,0.0
12,0.6,0.3,1000,0.001,25,1.0,0.0
12,0.6,0.4,1000,1e-10,23,1.0,0.0
12,0.6,0.4,1000,0.001,28,1.0,0.0
12,0.6,0.5,1000,1e-10,24,1.0,0.0
12,0.6,0.5,1000,0.001,24,1.0,0.0
12,0.6,0.6,1000,1e-10,23,1.0,0.0
12,0.6,0.6,1000,0.001,23,1.0,0.0
12,0.6,0.7,1000,1e-10,22,1.0,0.0
12,0.6,0.7,1000,0.001,22,1.0,0.0
12,0.6,0.8,1000,1e-10,23,1.0,0.0
12,0.6,0.8,1000,0.001,30,1.0,0.0
12,0.6,0.9,1000,1e-10,22,1.0,0.0
12,0.6,0.9,1000,0.001,23,1.0,0.0
12,0.6,1.0,1000,1e-10,23,0.0,0.0
12,0.6,1.0,1000,0.001,26,0.0,0.0
12,0.7,0.1,1000,1e-10,23,1.0,0.0
12,0.7,0.1,1000,0.001,22,1.0,0.0
12,0.7,0.2,1000,1e-10,23,1.0,0.0
12,0.7,0.2,1000,0.001,24,1.0,0.0
12,0.7,0.3,1000,1e-10,23,1.0,0.0
12,0.7,0.3,1000,0.001,23,1.0,0.0
12,0.7,0.4,1000,1e-10,22,1.0,0.0
12,0.7,0.4,1000,0.001,23,1.0,0.0
12,0.7,0.5,1000,1e-10,25,1.0,0.0
12,0.7,0.5,1000,0.001,22,1.0,0.0
12,0.7,0.6,1000,1e-10,29,1.0,0.0
12,0.7,0.6,1000,0.001,23,1.0,0.0
12,0.7,0.7,1000,1e-10,22,1.0,0.0
12,0.7,0.7,1000,0.001,23,1.0,0.0
12,0.7,0.8,1000,1e-10,22,1.0,0.0
12,0.7,0.8,1000,0.001,24,1.0,0.0
12,0.7,0.9,1000,1e-10,28,1.0,0.0
12,0.7,0.9,1000,0.001,24,1.0,0.0
12,0.7,1.0,1000,1e-10,24,0.0,0.0
12,0.7,1.0,1000,0.001,34,0.0,0.0
12,0.8,0.1,1000,1e-10,22,1.0,0.0
12,0.8,0.1,1000,0.001,22,1.0,0.0
12,0.8,0.2,1000,1e-10,23,1.0,0.0
12,0.8,0.2,1000,0.001,21,1.0,0.0
12,0.8,0.3,1000,1e-10,21,1.0,0.0
12,0.8,0.3,1000,0.001,23,1.0,0.0
12,0.8,0.4,1000,1e-10,21,1.0,0.0
12,0.8,0.4,1000,0.001,23,1.0,0.0
12,0.8,0.5,1000,1e-10,23,1.0,0.0
12,0.8,0.5,1000,0.001,23,1.0,0.0
12,0.8,0.6,1000,1e-10,18,1.0,0.0
12,0.8,0.6,1000,0.001,21,1.0,0.0
12,0.8,0.7,1000,1e-10,23,1.0,0.0
12,0.8,0.7,1000,0.001,23,1.0,0.0
12,0.8,0.8,1000,1e-10,22,1.0,0.0
12,0.8,0.8,1000,0.001,23,1.0,0.0
12,0.8,0.9,1000,1e-10,23,1.0,0.0
12,0.8,0.9,1000,0.001,23,1.0,0.0
12,0.8,1.0,1000,1e-10,24,0.0,0.0
12,0.8,1.0,1000,0.001,24,0.0,0.0
12,0.9,0.1,1000,1e-10,23,1.0,0.0
12,0.9,0.1,1000,0.001,23,1.0,0.0
12,0.9,0.2,1000,1e-10,23,1.0,0.0
12,0.9,0.2,1000,0.001,23,1.0,0.0
12,0.9,0.3,1000,1e-10,23,1.0,0.0
12,0.9,0.3,1000,0.001,19,1.0,0.0
12,0.9,0.4,1000,1e-10,22,1.0,0.0
12,0.9,0.4,1000,0.001,22,1.0,0.0
12,0.9,0.5,1000,1e-10,21,1.0,0.0
12,0.9,0.5,1000,0.001,23,1.0,0.0
12,0.9,0.6,1000,1e-10,21,1.0,0.0
12,0.9,0.6,1000,0.001,23,1.0,0.0
12,0.9,0.7,1000,1e-10,23,1.0,0.0
12,0.9,0.7,1000,0.001,22,1.0,0.0
12,0.9,0.8,1000,1e-10,23,1.0,0.0
12,0.9,0.8,1000,0.001,23,1.0,0.0
12,0.9,0.9,1000,1e-10,21,1.0,0.0
12,0.9,0.9,1000,0.001,22,1.0,0.0
12,0.9,1.0,1000,1e-10,24,0.0,0.0
12,0.9,1.0,1000,0.001,24,0.0,0.0
12,1.0,0.1,1000,1e-10,22,1.0,0.0
12,1.0,0.1,1000,0.001,23,1.0,0.0
12,1.0,0.2,1000,1e-10,23,1.0,0.0
12,1.0,0.2,1000,0.001,23,1.0,0.0
12,1.0,0.3,1000,1e-10,23,1.0,0.0
12,1.0,0.3,1000,0.001,23,1.0,0.0
12,1.0,0.4,1000,1e-10,22,1.0,0.0
12,1.0,0.4,1000,0.001,19,1.0,0.0
12,1.0,0.5,1000,1e-10,23,1.0,0.0
12,1.0,0.5,1000,0.001,23,1.0,0.0
12,1.0,0.6,1000,1e-10,22,1.0,0.0
12,1.0,0.6,1000,0.001,22,1.0,0.0
12,1.0,0.7,1000,1e-10,18,1.0,0.0
12,1.0,0.7,1000,0.001,23,1.0,0.0
12,1.0,0.8,1000,1e-10,14,1.0,0.0
12,1.0,0.8,1000,0.001,23,1.0,0.0
12,1.0,0.9,1000,1e-10,23,1.0,0.0
12,1.0,0.9,1000,0.001,23,1.0,0.0
12,1.0,1.0,1000,1e-10,23,0.0,0.0
12,1.0,1.0,1000,0.001,24,0.0,0.0
14,0.6,0.1,1000,1e-10,26,1.0,0.0
14,0.6,0.1,1000,0.001,27,1.0,0.0
14,0.6,0.2,1000,1e-10,28,1.0,0.0
14,0.6,0.2,1000,0.001,26,1.0,0.0
14,0.6,0.3,1000,1e-10,27,1.0,0.0
14,0.6,0.3,1000,0.001,27,1.0,0.0
